,PM2.5,NO2,CO,SO2,O3,AQI
535,59.66,77.68,47.44,26.01,63.51,836.0
536,114.6,36.29,42.76,22.99,56.47,1235.0
537,74.48,51.25,9.84,48.6,37.97,525.0
538,81.11,48.95,25.37,40.55,26.21,525.0
539,100.39,42.83,10.39,42.89,30.16,650.0
540,39.97,32.39,7.15,30.7,36.08,219.0
541,53.61,37.01,16.93,51.64,16.92,328.0
542,63.06,28.22,13.88,69.46,25.88,351.0
543,46.17,30.48,10.7,51.35,27.9,286.0
544,61.24,35.33,14.21,82.15,9.69,337.0
545,49.71,28.6,9.59,53.54,34.54,266.0
546,44.75,28.9,10.25,65.8,28.02,257.0
547,45.84,29.72,26.72,61.44,35.85,409.0
548,76.36,33.82,8.33,96.8,51.0,524.0
549,44.79,32.12,7.28,74.84,37.9,222.0
550,50.16,28.17,13.86,80.78,28.52,332.0
551,49.07,30.74,8.51,88.3,27.48,272.0
552,46.06,27.6,7.07,59.55,32.54,232.0
553,52.82,28.48,9.88,73.73,27.07,247.0
554,53.39,30.28,6.91,56.45,31.93,254.0
555,59.44,31.77,6.67,86.73,38.54,236.0
556,71.01,38.17,7.69,106.62,24.78,273.0
557,50.7,33.44,8.58,27.74,59.94,256.0
558,69.87,34.82,6.96,16.35,40.76,217.0
559,61.53,42.53,10.41,17.94,48.3,291.0
560,67.03,38.68,10.37,21.21,32.34,314.0
561,43.37,35.01,20.03,56.38,40.07,355.0
562,60.05,40.83,22.86,95.07,33.52,587.0
563,56.93,30.45,10.46,102.66,37.12,535.0
564,44.14,18.82,18.18,109.33,31.1,366.0
565,78.16,55.31,18.21,59.64,15.87,355.0
566,83.27,50.38,15.82,46.16,18.23,338.0
567,51.54,51.04,13.48,37.58,6.9,297.0
568,54.35,50.45,11.58,49.66,14.85,319.0
569,53.59,45.53,10.18,59.53,17.93,247.0
570,55.77,45.87,13.06,44.42,13.14,321.0
571,63.58,43.32,13.97,63.59,5.08,319.0
572,78.25,35.12,24.41,44.25,14.76,492.0
573,77.84,31.88,35.49,44.19,21.0,491.0
574,69.99,43.61,39.53,30.82,21.49,503.0
575,78.7,42.9,43.78,31.43,20.06,523.0
576,59.96,36.48,43.3,34.88,17.65,539.0
577,48.27,36.24,38.0,34.93,18.73,492.0
578,46.84,54.72,65.72,36.48,23.07,486.0
579,27.79,41.59,37.69,39.2,13.74,508.0
580,36.27,45.79,25.63,54.98,10.53,413.0
581,76.41,53.18,26.44,43.42,2.05,421.0
582,62.72,50.49,21.89,22.02,0.72,400.0
583,48.12,61.63,19.06,24.98,0.91,361.0
584,36.8,53.33,21.07,24.97,1.16,385.0
585,41.37,38.1,25.53,18.91,1.08,428.0
586,302.08,28.1,27.2,46.94,0.88,440.0
587,37.15,58.02,34.33,34.41,1.04,510.0
588,59.76,57.8,29.58,17.67,2.02,513.0
589,71.94,98.32,17.35,25.74,2.03,365.0
590,47.95,151.73,17.08,25.91,2.51,336.0
591,55.91,66.69,19.87,32.64,1.8,377.0
592,72.06,59.1,24.72,32.64,1.26,442.0
593,127.23,37.32,29.02,26.37,0.38,421.0
594,127.37,40.59,25.58,34.39,2.77,428.0
595,36.42,49.52,30.52,37.17,3.29,472.0
596,40.97,113.8,29.94,22.82,3.69,478.0
597,33.38,62.15,20.68,21.06,4.35,422.0
598,33.51,40.85,17.84,28.85,7.95,347.0
599,29.56,74.11,30.82,19.34,3.34,461.0
600,21.89,63.9,27.75,16.32,3.02,447.0
601,44.87,68.29,31.41,17.39,3.24,486.0
602,33.16,54.23,31.02,17.09,4.47,510.0
603,45.25,61.65,35.01,23.87,2.96,576.0
604,48.95,63.01,25.57,19.19,2.96,485.0
605,47.83,49.36,25.73,113.31,3.22,468.0
606,53.64,52.64,22.52,96.72,2.86,424.0
607,48.18,51.41,18.31,104.62,2.81,366.0
608,56.75,59.07,28.82,126.12,4.84,465.0
609,41.21,38.73,25.18,83.84,9.92,434.0
610,37.33,47.75,29.18,58.25,6.63,470.0
611,28.74,45.61,25.17,41.84,20.2,455.0
612,34.05,46.79,27.58,29.66,22.77,489.0
613,28.94,53.02,21.18,26.92,16.38,431.0
614,25.06,54.71,25.26,21.64,10.33,402.0
615,32.05,48.62,29.19,42.09,10.76,469.0
616,44.02,54.33,30.74,48.99,7.14,476.0
617,48.73,47.11,27.87,31.19,11.25,459.0
618,43.54,39.05,12.25,43.71,22.45,342.0
619,28.66,55.15,18.31,32.57,15.68,311.0
620,31.01,63.76,26.43,128.43,18.69,467.0
621,33.95,67.31,30.33,152.48,14.95,429.0
622,33.7,59.07,24.01,156.24,23.59,490.0
623,48.21,66.43,29.28,151.44,13.38,445.0
624,40.66,61.16,30.95,120.48,14.02,499.0
625,38.65,60.26,30.68,146.84,16.31,482.0
626,49.47,63.28,34.28,88.36,13.94,527.0
627,33.2,56.35,36.15,96.68,8.76,556.0
628,22.14,68.25,28.37,49.31,22.93,520.0
629,19.66,65.16,24.39,56.92,26.6,518.0
630,24.07,133.0,20.32,45.29,75.33,413.0
631,25.9,165.62,40.29,56.95,37.07,680.0
632,29.8,169.17,42.91,64.17,53.0,787.0
633,29.37,163.3,42.88,60.33,44.38,862.0
634,33.95,191.14,59.21,74.04,45.36,951.0
635,31.13,177.13,26.73,53.57,67.63,712.0
636,58.28,127.95,15.84,128.38,66.85,483.0
637,63.92,102.78,12.95,92.16,69.39,379.0
638,73.89,53.74,4.5,46.31,59.52,214.0
639,79.37,62.42,30.71,80.71,69.32,508.0
640,78.64,68.8,32.81,75.18,57.87,713.0
641,122.92,94.67,34.89,119.78,40.0,688.0
642,160.05,115.92,34.65,90.5,48.77,844.0
643,113.9,68.38,46.02,100.12,65.26,786.0
644,126.66,112.69,33.97,76.09,55.06,664.0
645,116.02,98.22,44.47,64.62,39.74,914.0
646,96.65,110.33,25.15,53.75,59.62,536.0
647,110.05,114.23,19.73,101.29,51.12,403.0
648,109.84,104.87,23.16,72.69,60.82,427.0
649,140.06,146.82,28.2,98.85,57.6,685.0
650,109.11,118.85,29.19,94.22,60.25,558.0
651,107.26,94.48,26.76,90.9,48.62,487.0
652,105.87,90.33,18.18,97.98,46.82,453.0
653,101.86,105.96,27.99,89.37,54.3,559.0
654,96.15,80.49,94.41,76.61,42.8,1291.0
655,88.58,85.92,112.71,90.9,57.78,1350.0
656,103.71,111.67,34.72,54.23,119.43,906.0
657,121.11,137.41,51.7,78.64,58.07,824.0
658,82.49,80.4,30.47,61.13,48.85,578.0
659,72.93,78.54,90.96,39.24,69.95,161.0
660,94.08,50.69,34.06,68.42,47.74,849.0
661,82.88,73.74,18.59,56.89,47.67,574.0
662,88.69,70.9,26.91,68.94,53.16,509.0
663,82.52,69.94,24.13,44.95,64.07,556.0
664,72.11,85.77,48.7,42.51,54.52,669.0
665,78.48,110.63,49.94,67.06,46.93,1217.0
666,103.22,102.84,68.97,57.8,52.79,1033.0
667,70.39,55.52,44.04,69.83,59.5,625.0
668,107.9,109.59,43.47,49.76,55.01,803.0
669,117.08,106.21,37.42,77.6,55.05,741.0
670,162.18,94.35,59.53,42.01,67.0,776.0
671,205.21,100.87,93.31,75.95,61.17,1630.0
672,165.37,95.3,70.6,52.45,39.6,1160.0
673,143.52,138.89,41.62,91.74,89.17,820.0
674,83.28,97.9,33.47,48.93,36.84,688.0
675,75.58,68.01,44.07,47.43,68.17,595.0
676,93.73,84.54,68.52,62.65,50.29,1354.0
677,127.46,77.65,108.81,63.63,48.32,1672.0
678,98.6,86.74,90.33,85.76,52.53,1472.0
679,84.71,83.28,88.34,70.31,40.06,1295.0
680,86.52,66.59,115.87,44.24,36.0,1646.0
681,90.1,87.75,57.16,60.45,41.82,1329.0
682,68.52,72.83,39.47,60.58,50.1,530.0
683,86.43,82.76,34.52,62.48,47.34,798.0
684,70.51,98.98,25.76,67.36,47.72,689.0
685,78.48,84.74,16.91,61.98,56.39,413.0
686,63.75,77.73,11.7,64.78,59.28,415.0
687,68.3,73.99,8.69,50.93,72.2,228.0
688,91.23,65.66,32.82,34.58,56.17,392.0
689,92.74,80.7,28.91,44.35,46.56,657.0
690,96.58,80.15,42.1,52.73,42.37,657.0
691,91.37,91.43,28.26,51.83,38.19,702.0
692,88.02,83.26,25.92,37.48,42.7,488.0
693,96.82,78.81,31.36,31.51,42.71,605.0
694,96.89,92.83,28.4,33.05,41.44,687.0
695,109.2,104.9,37.47,76.7,43.34,714.0
696,94.95,96.97,30.29,65.02,43.5,667.0
697,75.42,75.02,11.02,49.3,54.91,423.0
698,73.07,86.61,32.21,45.82,51.18,417.0
699,98.25,110.07,57.51,59.11,39.64,1158.0
700,118.16,102.68,60.28,104.49,32.76,938.0
701,95.4,78.91,41.8,51.61,39.05,920.0
702,70.04,78.1,14.87,69.86,55.89,336.0
703,56.71,60.4,7.45,42.48,61.74,275.0
704,59.4,47.87,7.23,21.53,71.46,191.0
705,54.75,43.7,6.99,19.99,76.37,172.0
706,62.18,55.29,7.67,29.22,73.67,198.0
707,238.42,73.22,26.3,34.63,63.89,381.0
708,125.16,96.16,46.84,63.66,55.2,800.0
709,106.45,78.1,56.46,83.62,55.5,967.0
710,111.75,90.59,89.19,80.9,62.55,1558.0
711,106.19,89.03,45.76,55.16,53.79,1300.0
712,72.1,94.32,11.61,54.74,63.46,355.0
713,79.15,92.85,12.74,64.9,70.54,370.0
714,94.8,79.56,23.18,56.2,63.95,448.0
715,80.14,71.98,86.91,64.7,47.86,1084.0
716,89.14,81.71,63.43,70.0,44.86,1319.0
717,68.29,82.74,16.94,61.27,51.76,379.0
718,67.75,81.78,17.63,57.37,63.34,396.0
719,80.54,77.0,71.11,64.49,60.07,744.0
720,110.71,111.56,63.03,80.15,57.12,1474.0
721,147.57,107.46,59.56,47.7,48.23,1246.0
722,131.5,75.82,119.68,55.29,43.25,1719.0
723,102.12,95.29,57.92,69.02,51.71,1264.0
724,115.0,111.04,63.86,86.65,59.25,1127.0
725,84.84,72.85,40.16,52.52,59.42,908.0
726,74.62,73.22,8.16,48.21,74.83,236.0
727,89.72,80.78,13.83,56.43,73.64,313.0
728,84.03,90.66,26.24,63.72,72.75,471.0
729,82.79,79.69,32.14,59.98,60.48,661.0
730,76.38,82.76,42.44,70.61,59.68,711.0
731,66.01,73.79,53.08,61.71,73.43,854.0
732,116.42,82.77,63.2,64.52,59.07,1258.0
733,75.49,61.8,9.04,34.03,80.26,407.0
734,66.97,37.35,6.96,28.48,89.73,172.0
735,161.09,116.48,101.89,64.92,84.85,116.0
736,124.45,97.63,96.21,56.28,53.72,1302.0
737,95.15,95.6,48.24,79.66,52.85,1275.0
738,73.58,80.71,32.68,56.74,36.97,527.0
739,86.32,104.79,49.43,79.76,35.32,839.0
740,149.26,85.92,78.38,98.89,27.07,1537.0
741,70.06,55.69,26.17,62.14,23.56,547.0
742,86.59,82.87,40.08,83.72,32.62,716.0
743,74.12,81.45,18.26,94.78,39.51,464.0
744,52.92,63.81,11.03,63.17,43.54,302.0
745,47.26,64.71,16.22,63.03,20.0,260.0
746,63.68,67.41,22.56,37.73,53.12,477.0
747,73.37,77.92,16.1,38.59,39.08,491.0
748,55.24,83.79,34.37,78.4,40.04,470.0
749,83.1,110.77,37.91,94.79,44.33,847.0
750,76.87,77.35,17.85,87.94,36.28,559.0
751,47.01,66.95,13.12,71.48,45.06,334.0
752,54.77,77.02,11.01,64.47,53.55,346.0
753,103.13,80.34,46.91,56.3,52.37,529.0
754,117.59,116.34,61.13,76.89,42.29,1261.0
755,50.15,67.96,9.02,57.09,47.5,254.0
756,94.1,44.91,10.62,42.04,55.84,308.0
757,105.03,56.09,10.13,41.4,43.09,290.0
758,46.5,79.42,15.39,41.88,41.7,340.0
759,41.76,77.13,20.48,55.24,44.7,492.0
760,46.91,86.07,14.6,51.46,51.3,343.0
761,59.98,76.66,50.93,53.21,53.67,604.0
762,82.79,86.15,45.8,93.37,52.04,1028.0
763,62.6,65.12,19.59,38.05,57.79,755.0
764,72.53,102.5,20.61,45.85,46.37,489.0
765,44.69,75.36,32.07,39.99,53.96,373.0
766,54.18,83.9,35.1,51.23,51.56,914.0
767,81.84,104.86,28.68,87.99,43.05,895.0
768,46.48,60.72,17.55,42.93,39.32,502.0
769,62.32,83.57,64.13,38.91,32.1,834.0
770,37.26,37.95,8.83,23.36,29.13,826.0
771,37.96,48.69,16.2,19.56,15.47,403.0
772,34.1,67.07,12.42,42.34,59.67,253.0
773,64.5,77.32,56.57,52.95,39.14,789.0
774,50.97,49.52,42.41,38.67,43.21,904.0
775,64.44,45.6,13.19,33.91,33.88,467.0
776,51.5,52.88,12.26,29.79,38.45,296.0
777,33.38,73.92,14.07,50.46,48.39,307.0
778,42.11,84.67,14.18,49.29,47.63,350.0
779,46.35,69.51,9.25,62.8,69.79,318.0
780,61.32,48.4,15.88,49.88,21.17,338.0
781,48.84,42.96,9.85,26.4,51.34,276.0
782,39.23,67.29,12.69,33.79,59.73,286.0
783,45.37,72.21,23.56,45.56,49.33,461.0
784,55.7,72.07,34.47,51.26,52.99,824.0
785,54.11,54.45,48.38,45.55,41.35,754.0
786,52.68,47.19,29.23,15.13,57.32,926.0
787,44.12,79.99,10.66,60.68,61.08,280.0
788,46.52,48.97,17.55,38.16,47.77,310.0
789,57.06,100.8,34.49,60.72,48.13,606.0
790,84.14,107.41,15.24,79.47,50.53,632.0
791,52.24,61.88,10.75,24.81,56.16,262.0
792,62.44,84.42,26.15,48.85,58.49,428.0
793,66.97,91.72,17.21,62.66,59.98,625.0
794,75.05,96.99,12.67,58.55,64.12,321.0
795,60.5,104.48,18.21,41.81,56.66,353.0
796,88.33,95.95,80.16,39.24,45.03,1017.0
797,78.11,60.29,13.65,40.62,29.9,876.0
798,62.04,60.52,24.16,38.14,41.42,380.0
799,73.98,64.62,43.21,28.52,48.02,730.0
800,75.84,95.28,41.7,54.31,50.85,998.0
801,92.21,69.96,26.17,39.96,43.76,917.0
802,64.71,81.65,20.95,65.11,38.94,402.0
803,67.44,86.7,15.64,61.6,47.12,404.0
804,69.51,85.74,54.2,69.03,63.51,559.0
805,112.44,88.16,61.37,88.25,41.77,1459.0
806,133.21,62.67,50.0,45.16,24.82,1222.0
807,89.74,68.97,33.94,9.65,17.76,869.0
808,74.35,58.93,11.84,10.22,28.63,471.0
809,96.96,88.34,16.25,15.4,30.19,353.0
810,122.78,99.37,36.74,15.97,25.6,679.0
811,109.21,90.25,47.6,13.25,26.93,688.0
812,94.41,84.32,20.27,9.95,21.82,1044.0
813,97.92,75.36,23.05,11.42,17.98,537.0
814,97.68,72.48,21.56,12.63,20.2,420.0
815,99.9,56.89,24.47,15.72,15.01,534.0
816,78.55,69.17,26.28,11.52,18.04,472.0
817,73.58,63.23,19.53,11.56,26.46,493.0
818,64.02,40.04,51.44,6.21,13.73,566.0
819,81.22,44.75,65.1,7.27,15.7,1121.0
820,75.74,67.43,21.38,8.99,17.56,944.0
821,70.14,68.1,20.83,5.29,27.51,395.0
822,67.2,57.38,11.75,7.75,46.45,406.0
823,225.49,62.65,29.7,30.33,36.29,649.0
824,182.46,59.22,15.24,49.94,48.98,428.0
825,95.69,60.62,9.19,85.28,75.85,392.0
826,93.12,72.4,8.88,36.52,74.03,274.0
827,64.3,95.27,10.74,57.46,74.2,354.0
828,81.71,128.87,23.23,91.79,77.88,419.0
829,66.39,77.36,60.25,50.53,63.95,1205.0
830,92.59,92.43,35.37,72.51,63.21,778.0
831,84.47,85.23,27.88,70.3,59.98,730.0
832,76.98,43.57,9.49,51.35,40.16,608.0
833,91.99,46.84,75.71,42.2,51.25,1346.0
834,110.7,49.22,11.92,49.14,57.93,1015.0
835,132.76,65.49,9.13,55.8,78.36,255.0
836,113.47,70.08,23.43,83.88,49.54,518.0
837,101.68,76.61,24.04,106.65,64.47,604.0
838,86.07,62.42,13.77,96.27,41.5,315.0
839,72.58,54.32,14.52,77.82,2.97,326.0
840,81.79,58.23,19.4,136.27,3.02,449.0
841,72.54,74.87,23.99,98.42,3.11,455.0
842,58.71,70.34,12.69,66.1,2.16,398.0
843,72.51,57.84,15.56,88.54,3.12,346.0
844,43.83,43.77,11.8,46.28,3.13,291.0
845,37.55,85.12,15.08,163.01,48.23,281.0
846,33.97,79.71,14.67,91.26,51.86,330.0
847,35.48,77.61,18.02,98.35,38.99,356.0
848,34.11,75.23,13.27,88.66,42.22,359.0
849,33.69,68.9,34.56,80.9,36.95,547.0
850,42.31,81.84,17.47,89.57,46.68,813.0
851,24.6,81.24,11.03,80.74,46.65,321.0
852,27.93,76.75,11.44,86.48,54.34,270.0
853,41.39,89.1,14.29,105.96,49.7,323.0
854,46.79,93.27,14.31,131.04,56.31,344.0
855,51.63,89.18,17.96,134.22,49.62,404.0
856,63.15,100.08,28.03,122.43,50.32,558.0
857,57.47,112.68,21.39,143.3,52.19,435.0
858,50.27,103.05,21.02,118.55,49.86,440.0
859,42.02,71.51,16.43,82.75,52.44,374.0
860,48.74,91.02,19.89,138.12,52.86,515.0
861,46.51,85.37,16.75,145.55,44.53,360.0
862,48.1,70.71,23.83,142.52,40.22,467.0
863,41.38,70.35,21.8,134.76,41.5,402.0
864,46.46,74.31,22.33,137.83,47.63,419.0
865,39.68,77.12,20.89,139.31,71.62,408.0
866,38.27,61.74,18.87,112.15,82.73,402.0
867,35.06,68.94,12.63,101.14,75.71,303.0
868,30.07,122.88,15.49,31.67,70.29,354.0
869,48.74,154.42,16.38,58.6,73.95,358.0
870,35.3,146.65,15.2,127.62,81.55,324.0
871,34.31,127.02,16.31,121.46,80.39,360.0
872,33.97,135.26,15.38,100.23,90.29,348.0
873,41.08,140.5,12.8,91.23,85.2,333.0
874,25.56,120.8,13.75,58.37,88.79,321.0
875,26.75,112.66,14.4,60.94,77.88,338.0
876,32.71,116.69,18.89,48.67,53.57,369.0
877,32.79,103.69,25.17,30.37,30.45,397.0
878,28.02,115.78,25.92,42.55,21.04,414.0
879,26.92,130.64,22.25,25.9,24.37,363.0
880,69.38,145.75,19.2,37.85,7.21,371.0
881,42.08,155.72,30.2,33.25,41.97,565.0
882,35.67,147.44,18.86,25.28,74.84,348.0
883,63.09,163.54,12.65,26.31,113.94,184.0
884,46.13,146.55,14.35,39.92,108.07,328.0
885,57.49,277.31,21.05,37.43,101.47,440.0
886,49.23,174.15,19.38,20.97,90.33,411.0
887,70.03,213.58,24.95,28.94,52.14,469.0
888,60.03,176.24,25.55,35.87,52.95,436.0
889,49.43,164.64,29.88,44.06,31.31,517.0
890,59.63,184.07,41.59,38.49,21.31,640.0
891,53.13,107.86,29.06,30.43,43.43,465.0
892,43.22,168.15,28.45,40.42,69.91,486.0
893,44.75,119.51,24.72,48.21,58.82,446.0
894,44.27,118.73,24.13,47.13,49.16,426.0
895,47.77,144.03,39.11,44.8,21.77,534.0
896,47.88,106.12,37.12,35.22,23.22,610.0
897,47.71,171.04,34.67,40.63,21.04,491.0
898,34.72,148.91,26.15,32.86,50.85,451.0
899,37.99,113.12,35.85,32.57,27.37,509.0
900,41.69,137.36,36.14,30.42,27.49,491.0
901,45.31,157.22,40.51,31.64,33.43,524.0
902,43.48,103.67,37.34,91.4,30.35,575.0
903,41.97,107.17,30.92,96.35,34.38,490.0
904,38.49,117.03,36.22,103.19,33.11,503.0
905,41.7,102.72,24.82,102.03,49.25,469.0
906,42.43,114.44,32.1,142.27,38.2,455.0
907,38.99,103.79,31.97,156.48,32.57,488.0
908,34.92,110.39,30.5,116.97,37.07,513.0
909,32.7,103.72,26.0,132.41,45.92,466.0
910,44.65,135.12,25.34,104.15,58.38,429.0
911,51.63,156.06,27.48,109.13,52.03,459.0
912,48.67,152.96,17.33,92.83,76.38,385.0
913,37.73,115.28,13.1,53.67,113.3,309.0
914,73.98,168.45,17.81,35.04,70.3,587.0
915,52.55,99.11,27.02,46.88,57.81,482.0
916,48.26,157.23,35.25,50.5,29.11,502.0
917,46.8,32.44,34.26,57.06,42.64,469.0
918,39.43,43.0,26.55,94.84,52.09,413.0
919,47.55,30.99,32.36,83.52,47.92,478.0
920,43.84,42.69,33.11,70.53,64.25,515.0
921,41.45,30.62,31.74,63.85,43.27,461.0
922,47.31,23.06,59.19,50.69,24.93,957.0
923,56.72,45.13,45.45,52.12,28.08,685.0
924,45.43,30.0,36.56,41.96,30.53,492.0
925,37.7,37.43,25.9,39.98,40.88,464.0
926,43.43,33.44,29.34,44.51,43.28,477.0
927,50.53,57.64,38.94,39.45,41.18,564.0
928,60.09,30.12,40.91,40.22,26.52,545.0
929,57.61,47.73,35.46,39.76,37.96,530.0
930,44.1,72.53,26.54,42.51,45.15,448.0
931,22.26,41.31,28.38,45.34,37.92,440.0
932,37.97,39.57,33.04,39.94,34.34,452.0
933,46.3,47.9,40.24,41.94,33.06,573.0
934,41.77,49.65,28.77,37.04,47.71,467.0
935,47.52,36.01,33.11,40.95,41.86,492.0
936,50.55,52.84,31.12,39.98,31.08,471.0
937,27.6,48.35,33.81,42.4,34.06,505.0
938,41.4,41.39,30.09,40.05,42.78,473.0
939,44.46,73.54,36.78,37.46,45.93,539.0
940,39.88,60.79,34.38,26.36,55.36,627.0
941,46.58,53.62,26.7,45.91,61.08,466.0
942,36.44,60.1,24.36,40.9,69.33,465.0
943,45.37,64.69,24.41,43.82,68.52,462.0
944,47.67,53.56,25.81,51.27,57.64,523.0
945,41.31,55.93,18.93,37.66,76.75,385.0
946,30.82,57.44,21.13,39.97,69.77,360.0
947,45.77,56.76,36.07,55.67,29.03,532.0
948,58.51,36.67,46.11,44.52,24.36,651.0
949,36.1,46.87,27.22,40.52,51.74,434.0
950,38.5,47.69,37.89,63.22,28.61,517.0
951,40.53,43.33,36.0,49.29,32.49,563.0
952,37.05,48.51,30.71,46.13,37.33,464.0
953,31.28,47.49,24.16,47.71,47.56,420.0
954,25.64,52.47,25.23,48.58,44.0,419.0
955,40.18,49.59,29.4,50.91,42.54,447.0
956,39.16,62.06,16.72,48.32,77.97,401.0
957,45.55,82.99,20.81,50.79,73.91,446.0
958,55.43,81.63,22.28,50.6,84.1,432.0
959,35.05,54.26,25.02,48.29,53.43,454.0
960,33.15,48.34,18.87,44.03,57.52,408.0
961,38.7,61.48,21.33,53.34,71.99,381.0
962,45.2,72.02,23.33,50.39,39.15,468.0
963,59.96,69.61,40.14,64.63,13.0,629.0
964,66.21,44.57,37.54,68.54,20.67,793.0
965,38.0,53.2,23.87,63.42,26.28,495.0
966,44.41,236.79,36.34,59.59,32.92,528.0
967,50.66,94.87,25.45,33.42,34.64,570.0
968,73.61,129.85,31.7,78.7,31.11,708.0
969,27.17,61.34,11.26,78.36,42.49,314.0
970,39.27,132.09,17.41,82.79,48.66,386.0
971,45.4,128.45,13.26,90.46,51.35,356.0
972,59.74,112.62,19.33,114.51,43.41,398.0
973,58.49,124.86,18.72,102.52,60.11,476.0
974,61.46,112.12,23.56,81.76,60.38,572.0
975,39.34,96.73,18.91,90.49,48.71,427.0
976,28.2,80.73,18.36,82.95,40.22,466.0
977,30.18,99.02,24.72,82.66,34.33,438.0
978,20.71,79.1,14.94,107.18,33.31,432.0
979,21.94,65.04,11.62,101.99,42.88,322.0
980,33.66,92.52,11.85,137.97,72.52,266.0
981,51.11,118.26,21.47,129.38,41.28,430.0
982,57.08,98.77,18.9,99.59,43.21,528.0
983,49.88,101.3,25.05,120.8,48.48,512.0
984,57.65,168.74,49.58,153.44,41.05,614.0
985,68.62,132.77,55.22,158.04,68.56,954.0
986,99.81,162.56,36.34,146.33,68.81,1217.0
987,73.52,171.17,45.99,154.99,70.66,659.0
988,108.07,204.06,82.73,130.56,67.73,1389.0
989,117.13,199.03,59.24,134.87,62.92,1195.0
990,70.26,211.8,34.88,139.0,67.9,615.0
991,109.48,245.62,68.52,178.58,54.14,904.0
992,96.74,229.45,57.78,156.5,59.05,919.0
993,90.7,219.01,51.18,135.76,77.07,1190.0
994,100.06,239.1,39.85,134.84,59.32,956.0
995,87.87,186.56,6.94,100.46,93.28,318.0
996,89.05,159.1,5.69,105.73,76.58,228.0
997,81.62,121.02,1.7,117.2,114.49,225.0
998,84.9,108.85,3.67,113.16,133.14,258.0
999,46.84,114.63,6.05,118.83,91.42,249.0
1000,53.59,152.09,4.79,119.97,116.38,270.0
1001,82.74,186.72,7.26,133.53,90.23,334.0
1002,62.7,86.91,1.41,88.46,162.43,273.0
1003,57.54,72.14,7.32,120.11,103.24,199.0
1004,75.12,68.64,7.95,106.2,55.96,212.0
1005,37.74,62.2,7.42,110.11,51.34,200.0
1006,20.1,74.41,16.72,134.66,50.0,305.0
1007,54.57,115.84,22.31,129.06,51.69,502.0
1008,63.17,112.58,9.85,136.87,46.54,362.0
1009,42.27,87.8,10.87,129.66,39.52,275.0
1010,33.68,115.67,23.59,133.73,36.66,351.0
1011,69.31,175.04,28.8,136.74,62.53,636.0
1012,84.29,203.26,17.04,138.03,59.57,346.0
1013,112.08,192.27,28.47,120.4,79.31,561.0
1014,56.86,156.28,15.77,163.2,46.86,358.0
1015,64.96,157.51,14.87,174.83,27.22,316.0
1016,48.99,163.7,14.05,167.13,38.58,358.0
1017,68.07,155.92,9.16,168.45,51.38,282.0
1018,49.19,202.95,20.01,155.16,27.68,415.0
1019,43.56,121.43,10.3,145.89,16.36,411.0
1020,70.05,145.72,28.74,156.97,16.41,433.0
1021,58.66,136.69,29.52,135.46,16.08,632.0
1022,62.15,147.33,42.34,143.33,15.8,883.0
1023,52.04,112.69,39.43,158.25,15.84,884.0
1024,46.54,97.74,34.48,172.68,16.99,552.0
1025,55.43,109.17,17.98,157.33,15.43,662.0
1026,55.5,99.44,17.1,176.88,16.02,356.0
1027,58.97,106.63,19.45,132.97,14.99,477.0
1028,60.38,98.24,17.72,137.97,16.21,443.0
1029,73.87,110.17,20.3,127.11,15.31,378.0
1030,64.06,92.88,16.8,139.64,30.45,441.0
1031,53.91,98.4,11.11,142.7,46.08,411.0
1032,38.15,140.56,7.78,166.39,40.11,236.0
1033,48.47,103.61,5.55,186.08,44.3,212.0
1034,46.95,86.67,8.07,147.78,41.06,199.0
1035,43.06,81.68,5.26,137.18,42.68,248.0
1036,46.74,60.49,4.02,112.45,48.16,192.0
1037,41.61,54.14,3.87,123.27,57.81,134.0
1038,77.66,62.09,4.32,93.11,51.79,140.0
1039,65.48,82.62,7.8,66.09,42.3,197.0
1040,64.87,71.51,14.15,36.29,47.75,344.0
1041,93.24,83.89,9.08,36.22,53.07,276.0
1042,92.26,76.33,12.09,31.8,53.65,293.0
1043,78.95,54.51,12.83,41.87,54.56,329.0
1044,86.88,35.11,26.73,58.5,35.3,458.0
1045,72.3,24.48,26.27,54.58,32.36,538.0
1046,62.39,14.9,14.39,60.87,24.18,520.0
1047,52.59,11.32,6.92,25.09,23.94,242.0
1048,63.33,14.79,4.66,29.4,24.07,157.0
1049,48.58,12.0,2.56,20.56,27.73,177.0
1050,45.47,20.62,5.2,18.8,30.45,145.0
1051,54.42,25.45,5.67,26.19,29.22,237.0
1052,72.45,25.88,8.84,29.77,24.83,231.0
1053,89.97,28.82,28.91,39.43,18.76,391.0
1054,104.25,23.33,29.17,35.42,15.46,712.0
1055,64.25,34.29,10.97,73.34,12.43,206.0
1056,60.17,18.36,3.75,39.26,8.94,170.0
1057,57.99,17.47,2.2,52.32,6.35,113.0
1058,49.63,19.99,1.89,79.47,4.87,113.0
1059,53.0,20.11,4.07,69.13,5.4,166.0
1060,52.77,31.26,6.64,50.74,10.61,216.0
1061,39.89,50.41,17.34,53.83,19.03,381.0
1062,43.95,45.51,11.4,73.27,19.15,288.0
1063,53.52,43.92,30.94,49.84,23.66,398.0
1064,69.1,45.08,34.49,68.73,23.67,703.0
1065,74.18,22.77,6.36,95.2,23.67,385.0
1066,79.57,12.64,3.78,27.7,23.67,216.0
1067,72.59,14.38,3.63,23.96,23.67,162.0
